ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,СЕРЕДНЯ ЦІНА,СЕРЕДНЯ ЦІНА ПО НАПРЯМКУ,МЕДІАННА ЦІНА ПО НАПРЯМКУ,ВІДХИЛЕННЯ ВІД СЕРЕДНЬОЇ ЦІНИ,ВІДХИЛЕННЯ ВІД МЕДІАННОЇ ЦІНИ,% ВІДХИЛЕННЯ ВІД МЕДІАНИ,ПОЗИЦІЯ ЗА ЦІНОЮ В НАПРЯМКУ,РІЗНИЦЯ ДО МІНІМАЛЬНОЇ ЦІНИ,ЗАГАЛЬНИЙ VALUE SCORE,СЕРЕДНІЙ VALUE SCORE ПО РИНКУ,ВІДХИЛЕННЯ VALUE ВІД РИНКУ,ПОЗИЦІОНУВАННЯ,КІЛЬКІСТЬ ТУРІВ В НАПРЯМКУ,КІЛЬКІСТЬ ТУРІВ EUROTRIPS,КІЛЬКІСТЬ КОНКУРЕНТНИХ ТУРІВ,ЧАСТКА EUROTRIPS,ЧАСТКА КОНКУРЕНТІВ
TAN-40,Скандинавія. Вся правда про Вікінгів,COMPETITOR,Tango Travel,Норвегія,565,527,538,38,27,"5,02%",6,180,"0,81","0,69",12%,РИНКОВА ЦІНА,9,1,8,"0,11","0,89"
TAN-41,Мої швейцарські вихідні,COMPETITOR,Tango Travel,Швейцарія,189,333,334,-144,-145,"-43,33%",2,1,"0,51","0,74",-23%,ДЕШЕВИЙ,29,1,28,"0,03","0,97"
TAN-42,Випускний в Греції,COMPETITOR,Tango Travel,Греція,498,420,407,78,92,"22,51%",21,293,"0,48","0,54",-6%,ДОРОГИЙ,28,2,26,"0,07","0,93"
TAN-43,Халкідіки. Вихідні на морі,COMPETITOR,Tango Travel,Греція,210,420,407,-210,-197,"-48,34%",2,5,"0,44","0,54",-10%,ДЕШЕВИЙ,28,2,26,"0,07","0,93"
TRM-1,"Французький вояж (Париж, Мон-Сен-Мішель + 3 дні з океаном)",COMPETITOR,Travel Room,Франція,550,366,352,184,198,"56,25%",69,353,"0,53","0,70",-17%,ДОРОГИЙ,71,3,68,"0,04","0,96"
TRM-2,Формула краси по-італійськи,COMPETITOR,Travel Room,Італія,370,340,338,30,32,"9,55%",70,231,"0,74","0,63",11%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
TRM-3,Париж - місто мрії!,COMPETITOR,Travel Room,Франція,420,366,352,54,68,"19,32%",52,223,"0,69","0,70",-2%,ДОРОГИЙ,71,3,68,"0,04","0,96"
TRM-4,Весна на острові Майнау,COMPETITOR,Travel Room,Німеччина,280,238,237,42,43,"18,02%",15,161,"0,69","0,70",-1%,ДОРОГИЙ,18,0,18,"0,00","1,00"
TRM-5,Формула краси + три узбережжя Італії,COMPETITOR,Travel Room,Італія,490,340,338,150,152,"45,08%",94,351,"0,66","0,63",3%,ДОРОГИЙ,106,11,95,"0,10","0,90"
TRM-6,Вічне літо Сицилії,COMPETITOR,Travel Room,Італія,590,340,338,250,252,"74,69%",103,451,"0,46","0,63",-17%,ДОРОГИЙ,106,11,95,"0,10","0,90"
TRM-7,Альпійська мелодія!+ Лазурове узбережжя Франції,COMPETITOR,Travel Room,Швейцарія,480,333,334,147,147,"43,93%",27,292,"0,63","0,74",-12%,ДОРОГИЙ,29,1,28,"0,03","0,97"
TRM-8,"Зимова казка: Закопане, Відень, терми",COMPETITOR,Travel Room,Польща,180,189,147,-9,33,"22,45%",12,81,"0,72","0,60",12%,ДОРОГИЙ,16,4,12,"0,25","0,75"
TRM-9,"Легкість Амстердама, романтика Парижа + парк тюльпанів Койкенхоф",COMPETITOR,Travel Room,Нідерланди,450,349,348,101,103,"29,50%",28,255,"0,69","0,70",-1%,ДОРОГИЙ,32,1,31,"0,03","0,97"
TRM-10,Белла Італія,COMPETITOR,Travel Room,Італія,250,340,338,-90,-88,"-25,98%",32,111,"0,63","0,63",0%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
TRM-11,Італія - моє натхнення + Венеційський Карнавал,COMPETITOR,Travel Room,Італія,290,340,338,-50,-48,"-14,14%",39,151,"0,79","0,63",15%,РИНКОВА ЦІНА,106,11,95,"0,10","0,90"
TRM-12,Тур на VI етап Кубка світу 2024/25 з біатлону в Італії (Антгольц-Антерсельва),COMPETITOR,Travel Room,Італія,390,340,338,50,52,"15,47%",75,251,"0,50","0,63",-13%,ДОРОГИЙ,106,11,95,"0,10","0,90"
TRM-13,Белла Італія + два Карнавали,COMPETITOR,Travel Room,Італія,250,340,338,-90,-88,"-25,98%",32,111,"0,63","0,63",0%,ДЕШЕВИЙ,106,11,95,"0,10","0,90"
